Sun Nov 15 11:39:17 CET 2020
Opening instancias/MANN_a9.clq.txt (45 nodes, 918 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 45
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
 4700  0.266667  0.53125    0.505   0.00341   0.0584  101.097  0.53125
 4800  0.266667  0.53125    0.506   0.00363   0.0602  101.242  0.53125
 4900      0.3  0.53125    0.514   0.00252   0.0502  102.707  0.53125
 5000      0.3  0.53125     0.51   0.00297   0.0545  102.066  0.53125
 5100  0.333333  0.53125    0.511    0.0026    0.051  102.251  0.53125
 5200      0.3  0.53125    0.508   0.00315   0.0561  101.696  0.53125
 5300      0.3  0.53125    0.507   0.00323   0.0569  101.392  0.53125
 5400     0.35  0.53125    0.508   0.00281    0.053  101.688  0.53125
 5500      0.3  0.53125    0.512   0.00256   0.0506  102.316  0.53125
 5600     0.35  0.53125    0.507   0.00294   0.0542  101.397  0.53125
 5700  0.333333  0.53125    0.515   0.00243   0.0493  102.922  0.53125
 5800      0.3  0.53125    0.517   0.00194   0.0441  103.417  0.53125
 5900      0.3  0.53125    0.509   0.00281    0.053  101.776  0.53125
 6000      0.3  0.53125    0.509   0.00303   0.0551  101.853  0.53125
 6100     0.35  0.53125    0.515   0.00226   0.0475  102.931  0.53125
 6200     0.35  0.53125    0.514   0.00232   0.0481  102.734  0.53125
 6300     0.35  0.53125    0.514   0.00239   0.0489  102.792  0.53125
 6400      0.3  0.53125    0.508   0.00344   0.0587  101.563  0.53125
 6500      0.3  0.53125    0.512    0.0027    0.052  102.305  0.53125
 6600     0.35  0.53125    0.511    0.0027   0.0519  102.265  0.53125
 6700     0.35  0.53125    0.507   0.00318   0.0564  101.409  0.53125
 6800      0.3  0.53125    0.505   0.00346   0.0588  101.071  0.53125
 6900      0.3  0.53125    0.507   0.00324   0.0569  101.474  0.53125
 7000  0.333333  0.53125    0.509   0.00277   0.0527  101.865  0.53125
 7100      0.3  0.53125    0.511   0.00281    0.053  102.215  0.53125
 7200     0.35  0.53125    0.511    0.0026    0.051  102.266  0.53125
 7300      0.3  0.53125    0.507   0.00322   0.0567  101.467  0.53125
 7400     0.35  0.53125    0.512   0.00253   0.0503  102.479  0.53125
 7500      0.3  0.53125    0.511   0.00281    0.053  102.191  0.53125
 7600      0.3  0.53125     0.51   0.00288   0.0537  101.986  0.53125
 7700      0.3  0.53125    0.515   0.00228   0.0478  102.973  0.53125
 7800      0.3  0.53125    0.508   0.00319   0.0565  101.509  0.53125
 7900     0.35  0.53125    0.509    0.0028   0.0529  101.734  0.53125
 8000      0.3  0.53125    0.511   0.00292   0.0541  102.125  0.53125
 8100      0.3  0.53125    0.509   0.00282   0.0531  101.856  0.53125
 8200     0.35  0.53125    0.516   0.00198   0.0444  103.173  0.53125
 8300      0.3  0.53125    0.508   0.00327   0.0572  101.556  0.53125
 8400     0.35  0.53125    0.516   0.00181   0.0426  103.174  0.53125
 8500     0.35  0.53125     0.51   0.00267   0.0516  101.998  0.53125
 8600      0.3  0.53125    0.504   0.00354   0.0595  100.858  0.53125
 8700      0.3  0.53125    0.509   0.00311   0.0558  101.769  0.53125
 8800      0.3  0.53125    0.508   0.00318   0.0564  101.605  0.53125
 8900     0.35  0.53125    0.508   0.00304   0.0551  101.528  0.53125
 9000  0.266667  0.53125     0.51   0.00291    0.054  101.961  0.53125
 9100      0.3  0.53125    0.508   0.00313   0.0559  101.648  0.53125
 9200     0.35  0.53125    0.511    0.0027   0.0519  102.175  0.53125
 9300      0.3  0.53125    0.511   0.00286   0.0535  102.166  0.53125
 9400     0.35  0.53125    0.503   0.00344   0.0587  100.666  0.53125
 9500     0.35  0.53125    0.511   0.00255   0.0505   102.26  0.53125
 9600     0.35  0.53125    0.508   0.00313    0.056   101.59  0.53125
 9700  0.266667  0.53125    0.505   0.00357   0.0597  101.048  0.53125
 9800      0.3  0.53125    0.506    0.0031   0.0557  101.218  0.53125
 9900      0.3  0.53125    0.508   0.00319   0.0564  101.662  0.53125
10000      0.3  0.53125    0.512   0.00259   0.0509  102.431  0.53125

The specified number of iterations has been reached.

Best: 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 1 0  (0.53125)


Best chrom:  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000     (fitness: 0.53125)

------------------- ¡CLIQUE ENCONTRADO DE 4! :) -------------------

Opening instancias/johnson8-2-4.clq.txt (28 nodes, 210 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 28
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
-----  -------  -------  -------  --------  -------  -------  -------
    0  0.188889  0.339286    0.279  0.000323    0.018  55.7397  0.339286
    1  0.25641  0.339286     0.29  0.000288    0.017  57.9873  0.339286
  100      0.4  0.571429    0.543   0.00389   0.0623  108.619  0.571429
  200      0.4  0.571429    0.558   0.00189   0.0435  111.652  0.571429
  300      0.4  0.571429    0.553   0.00274   0.0523   110.56  0.571429
  400  0.366667  0.571429     0.55   0.00301   0.0548   110.04  0.571429
  500  0.366667  0.571429    0.548   0.00335   0.0579  109.615  0.571429
  600  0.333333  0.571429    0.552   0.00288   0.0537  110.423  0.571429
  700  0.366667  0.571429    0.552   0.00275   0.0525  110.364  0.571429
  800      0.4  0.571429    0.552   0.00286   0.0535  110.442  0.571429
  900      0.4  0.571429    0.546   0.00352   0.0593  109.254  0.571429
 1000      0.4  0.571429    0.554   0.00259   0.0509  110.712  0.571429
 1100      0.4  0.571429    0.556   0.00241   0.0491  111.129  0.571429
 1200      0.4  0.571429    0.552   0.00263   0.0513  110.465  0.571429
 1300      0.4  0.571429    0.552   0.00273   0.0523  110.435  0.571429
 1400      0.4  0.571429    0.553   0.00274   0.0524  110.595  0.571429
 1500      0.4  0.571429    0.551   0.00289   0.0538  110.195  0.571429
 1600      0.4  0.571429    0.549    0.0032   0.0565  109.714  0.571429
 1700      0.4  0.571429    0.554   0.00244   0.0494  110.775  0.571429
 1800  0.366667  0.571429    0.551   0.00302   0.0549  110.112  0.571429
 1900  0.333333  0.571429    0.547   0.00357   0.0598   109.43  0.571429
 2000      0.4  0.571429    0.553   0.00264   0.0514  110.661  0.571429
 2100      0.4  0.571429    0.546   0.00358   0.0598  109.115  0.571429
 2200      0.4  0.571429    0.553   0.00274   0.0523  110.577  0.571429
 2300      0.4  0.571429     0.55   0.00304   0.0551  109.937  0.571429
 2400      0.4  0.571429     0.55   0.00317   0.0563  109.926  0.571429
 2500      0.4  0.571429    0.554   0.00262   0.0512  110.713  0.571429
 2600      0.4  0.571429    0.553   0.00269   0.0519  110.593  0.571429
 2700      0.4  0.571429    0.548    0.0034   0.0584  109.531  0.571429
 2800      0.4  0.571429    0.547    0.0033   0.0574  109.454  0.571429
 2900  0.366667  0.571429    0.551    0.0029   0.0538  110.248  0.571429
 3000      0.4  0.571429    0.549   0.00316   0.0562  109.837  0.571429
 3100      0.4  0.571429    0.553   0.00271    0.052  110.523  0.571429
 3200  0.333333  0.571429    0.547    0.0034   0.0583  109.493  0.571429
 3300      0.4  0.571429    0.554   0.00262   0.0512  110.749  0.571429
 3400      0.4  0.571429    0.549   0.00299   0.0546  109.899  0.571429
 3500      0.4  0.571429    0.544   0.00376   0.0613  108.789  0.571429
 3600      0.4  0.571429    0.551   0.00299   0.0547  110.218  0.571429
 3700      0.4  0.571429    0.552   0.00282   0.0531  110.369  0.571429
 3800      0.4  0.571429    0.548   0.00344   0.0586  109.568  0.571429
 3900      0.4  0.571429    0.553   0.00276   0.0526  110.543  0.571429
 4000      0.4  0.571429    0.553   0.00276   0.0526  110.543  0.571429
 4100  0.366667  0.571429    0.554   0.00256   0.0505  110.798  0.571429
 4200      0.4  0.571429    0.546   0.00363   0.0602  109.101  0.571429
 4300      0.4  0.571429     0.55   0.00305   0.0553  110.008  0.571429
 4400  0.366667  0.571429    0.548   0.00325    0.057  109.699  0.571429
 4500      0.4  0.571429    0.552   0.00285   0.0534  110.335  0.571429
 4600      0.4  0.571429    0.551   0.00294   0.0543  110.215  0.571429
 4700      0.4  0.571429    0.554   0.00262   0.0512  110.713  0.571429
 4800      0.4  0.571429    0.544    0.0038   0.0617  108.738  0.571429
 4900      0.4  0.571429     0.55   0.00308   0.0555  110.081  0.571429
 5000      0.4  0.571429    0.556   0.00211   0.0459  111.273  0.571429
 5100      0.4  0.571429    0.551   0.00294   0.0542   110.18  0.571429
 5200      0.4  0.571429     0.55    0.0031   0.0557  109.975  0.571429
 5300      0.4  0.571429    0.547   0.00351   0.0592  109.324  0.571429
 5400      0.4  0.571429    0.551   0.00299   0.0547  110.182  0.571429
 5500      0.4  0.571429    0.546   0.00352   0.0594  109.271  0.571429
 5600      0.4  0.571429    0.547   0.00342   0.0585  109.479  0.571429
 5700      0.4  0.571429    0.553   0.00264   0.0514  110.661  0.571429
 5800      0.4  0.571429    0.552   0.00287   0.0536  110.336  0.571429
 5900      0.4  0.571429    0.553   0.00264   0.0514  110.696  0.571429
 6000      0.4  0.571429    0.555   0.00241    0.049  111.004  0.571429
 6100      0.4  0.571429    0.553   0.00259   0.0509  110.623  0.571429
 6200  0.366667  0.571429    0.549   0.00336    0.058   109.74  0.571429
 6300      0.4  0.571429    0.552   0.00265   0.0514   110.36  0.571429
 6400      0.4  0.571429    0.555   0.00241   0.0491  111.093  0.571429
 6500  0.366667  0.571429    0.553   0.00277   0.0526  110.507  0.571429
 6600      0.4  0.571429     0.55   0.00317   0.0563  109.908  0.571429
 6700  0.366667  0.571429    0.544   0.00384   0.0619  108.723  0.571429
 6800      0.4  0.571429     0.55   0.00295   0.0543  110.056  0.571429
 6900      0.4  0.571429     0.55   0.00317   0.0563  109.926  0.571429
 7000      0.4  0.571429    0.548   0.00332   0.0576   109.65  0.571429
 7100      0.4  0.571429    0.552    0.0026    0.051  110.499  0.571429
 7200      0.4  0.571429    0.555   0.00241    0.049  111.004  0.571429
 7300  0.366667  0.571429    0.554   0.00243   0.0493  110.826  0.571429
 7400      0.4  0.571429     0.55    0.0031   0.0557  110.046  0.571429
 7500  0.366667  0.571429    0.548    0.0033   0.0575  109.667  0.571429
 7600      0.4  0.571429    0.554   0.00247   0.0497  110.723  0.571429
 7700      0.4  0.571429    0.551   0.00294   0.0542  110.162  0.571429
 7800      0.4  0.571429    0.555   0.00212   0.0461  111.095  0.571429
 7900      0.4  0.571429    0.546   0.00355   0.0596  109.132  0.571429
 8000      0.4  0.571429    0.555   0.00241   0.0491  111.039  0.571429
 8100      0.4  0.571429    0.549   0.00328   0.0573  109.755  0.571429
 8200      0.4  0.571429    0.548   0.00324    0.057  109.664  0.571429
 8300  0.366667  0.571429    0.551   0.00292    0.054  110.143  0.571429
 8400      0.4  0.571429    0.553   0.00264   0.0514  110.643  0.571429
 8500      0.4  0.571429    0.551   0.00285   0.0534  110.263  0.571429
 8600      0.4  0.571429    0.552   0.00286   0.0534  110.424  0.571429
 8700      0.4  0.571429    0.554    0.0026    0.051  110.748  0.571429
 8800  0.366667  0.571429     0.55   0.00304   0.0551  110.095  0.571429
 8900      0.4  0.571429    0.548   0.00322   0.0568  109.521  0.571429
 9000      0.4  0.571429    0.547   0.00342   0.0585  109.443  0.571429
 9100      0.4  0.571429    0.554    0.0026    0.051  110.748  0.571429
 9200  0.366667  0.571429    0.554    0.0025     0.05  110.742  0.571429
 9300      0.4  0.571429     0.55   0.00305   0.0552  110.044  0.571429
 9400      0.4  0.571429    0.553   0.00276   0.0525  110.525  0.571429
 9500      0.4  0.571429    0.545   0.00363   0.0603   108.96  0.571429
 9600      0.4  0.571429    0.551   0.00277   0.0526  110.277  0.571429
 9700      0.4  0.571429    0.554   0.00253   0.0503  110.868  0.571429
 9800      0.4  0.571429    0.549   0.00318   0.0564  109.838  0.571429
 9900      0.4  0.571429    0.551   0.00295   0.0543  110.233  0.571429
10000      0.4  0.571429    0.552   0.00286   0.0535  110.442  0.571429

The specified number of iterations has been reached.

Best: 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
      0 0 0 0 0 0 1 0  (0.571429)


Best chrom:  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000     (fitness: 0.571429)

------------------- ¡CLIQUE ENCONTRADO DE 4! :) -------------------

Opening instancias/johnson8-4-4.clq.txt (70 nodes, 1855 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 70
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
-----  -------  -------  -------  --------  -------  -------  -------
    0  0.370968      0.4    0.384     2E-05  0.00447  76.8742      0.4
    1  0.378161      0.4    0.387  1.25E-05  0.00354  77.4403      0.4
  100  0.463636  0.564286     0.55     0.001   0.0317  110.019  0.564286
  200  0.463636  0.564286    0.553  0.000805   0.0284  110.658  0.564286
  300  0.466667  0.564286    0.553  0.000838   0.0289   110.57  0.564286
  400  0.469697  0.578571    0.566   0.00104   0.0322  113.268  0.578571
  500  0.469697  0.578571    0.568  0.000882   0.0297  113.667  0.578571
  600  0.472727  0.578571    0.565   0.00113   0.0336   112.94  0.578571
  700  0.480952      0.6     0.59   0.00103   0.0321  117.991      0.6
  800  0.480952      0.6    0.589   0.00116    0.034  117.736      0.6
  900  0.466667      0.6    0.582   0.00177    0.042  116.426      0.6
 1000  0.480952      0.6    0.588   0.00127   0.0357  117.543      0.6
 1100  0.480952      0.6     0.59   0.00104   0.0322  117.962      0.6
 1200  0.466667      0.6    0.586   0.00145   0.0381   117.14      0.6
 1300  0.480952      0.6    0.584   0.00159   0.0399  116.803      0.6
 1400  0.478022      0.6    0.588   0.00116    0.034    117.7      0.6
 1500  0.480952      0.6    0.588   0.00121   0.0348   117.66      0.6
 1600  0.480952      0.6    0.582   0.00175   0.0419  116.486      0.6
 1700  0.480952      0.6    0.588   0.00127   0.0356  117.507      0.6
 1800  0.478022      0.6    0.585   0.00143   0.0378  117.057      0.6
 1900  0.480952      0.6    0.589   0.00116    0.034  117.791      0.6
 2000  0.480952      0.6    0.587   0.00133   0.0364   117.41      0.6
 2100  0.466667      0.6    0.588    0.0013    0.036  117.523      0.6
 2200  0.480952      0.6    0.586   0.00143   0.0379  117.112      0.6
 2300  0.480952      0.6    0.589   0.00115   0.0339  117.748      0.6
 2400  0.480952      0.6    0.586   0.00143   0.0378  117.162      0.6
 2500  0.466667      0.6    0.585   0.00151   0.0388  116.993      0.6
 2600  0.478022      0.6    0.592  0.000802   0.0283   118.44      0.6
 2700  0.480952      0.6    0.586   0.00138   0.0371  117.241      0.6
 2800  0.480952      0.6    0.587   0.00138   0.0372  117.305      0.6
 2900  0.480952      0.6    0.587   0.00133   0.0364  117.371      0.6
 3000  0.480952      0.6    0.587   0.00133   0.0364  117.403      0.6
 3100  0.480952      0.6    0.585   0.00149   0.0386  117.048      0.6
 3200  0.480952      0.6    0.591  0.000978   0.0313  118.134      0.6
 3300  0.478022      0.6    0.586   0.00137   0.0371  117.221      0.6
 3400  0.480952      0.6    0.582   0.00175   0.0419  116.486      0.6
 3500  0.480952      0.6    0.592    0.0008   0.0283  118.486      0.6
 3600  0.480952      0.6    0.586   0.00144    0.038   117.24      0.6
 3700  0.480952      0.6    0.589   0.00115   0.0339  117.727      0.6
 3800  0.474359      0.6    0.587   0.00133   0.0365   117.42      0.6
 3900  0.478022      0.6    0.587   0.00127   0.0357  117.459      0.6
 4000  0.480769      0.6    0.585   0.00154   0.0393  116.926      0.6
 4100  0.480952      0.6    0.589   0.00116    0.034   117.75      0.6
 4200  0.466667      0.6    0.585    0.0015   0.0388  116.995      0.6
 4300  0.480952      0.6     0.59   0.00104   0.0322  118.005      0.6
 4400  0.480952      0.6    0.587   0.00133   0.0364  117.381      0.6
 4500  0.480952      0.6    0.587   0.00139   0.0372  117.319      0.6
 4600  0.478022      0.6    0.588   0.00122   0.0349  117.652      0.6
 4700  0.480952      0.6    0.592  0.000861   0.0293  118.405      0.6
 4800  0.480952      0.6    0.583   0.00165   0.0406  116.698      0.6
 4900  0.478022      0.6    0.587   0.00133   0.0364  117.357      0.6
 5000  0.480952      0.6    0.588   0.00121   0.0348  117.622      0.6
 5100  0.480952      0.6    0.589    0.0011   0.0331  117.857      0.6
 5200  0.480952      0.6    0.581    0.0019   0.0436  116.107      0.6
 5300  0.478022      0.6    0.584   0.00165   0.0406  116.729      0.6
 5400  0.478022      0.6    0.587   0.00127   0.0356  117.438      0.6
 5500  0.480952      0.6    0.589   0.00116    0.034  117.767      0.6
 5600  0.480952      0.6    0.591  0.000919   0.0303  118.214      0.6
 5700  0.480952      0.6    0.588   0.00121   0.0349  117.648      0.6
 5800  0.480952      0.6    0.588   0.00121   0.0348  117.595      0.6
 5900  0.478022      0.6    0.584   0.00159   0.0398  116.793      0.6
 6000  0.478022      0.6    0.584   0.00166   0.0407  116.704      0.6
 6100  0.480952      0.6    0.586   0.00138   0.0372  117.245      0.6
 6200  0.480952      0.6    0.584    0.0016   0.0401  116.848      0.6
 6300  0.480952      0.6    0.587   0.00132   0.0364  117.429      0.6
 6400  0.480952      0.6    0.585   0.00149   0.0386  117.053      0.6
 6500  0.480952      0.6    0.588   0.00127   0.0357  117.519      0.6
 6600  0.480952      0.6    0.593  0.000673   0.0259  118.674      0.6
 6700  0.480952      0.6    0.585   0.00149   0.0386  117.038      0.6
 6800  0.478022      0.6    0.589    0.0011   0.0332   117.88      0.6
 6900  0.478022      0.6    0.587   0.00127   0.0357   117.48      0.6
 7000  0.480952      0.6    0.587   0.00126   0.0356  117.474      0.6
 7100  0.480952      0.6    0.589   0.00116   0.0341  117.757      0.6
 7200  0.480952      0.6     0.59   0.00104   0.0323  117.998      0.6
 7300  0.480952      0.6    0.591  0.000915   0.0303  118.217      0.6
 7400  0.478022      0.6    0.585    0.0015   0.0387  117.026      0.6
 7500  0.480952      0.6     0.59   0.00104   0.0322   117.91      0.6
 7600  0.480952      0.6    0.585   0.00149   0.0386  117.055      0.6
 7700  0.480952      0.6    0.589   0.00115    0.034  117.793      0.6
 7800  0.466667      0.6    0.579   0.00202   0.0449  115.864      0.6
 7900  0.480952      0.6    0.588   0.00128   0.0357  117.579      0.6
 8000  0.466667      0.6    0.582   0.00181   0.0426  116.327      0.6
 8100  0.480952      0.6    0.588   0.00128   0.0357  117.533      0.6
 8200  0.480952      0.6    0.589   0.00115    0.034  117.734      0.6
 8300  0.480952      0.6    0.584   0.00165   0.0407  116.707      0.6
 8400  0.480952      0.6    0.588   0.00128   0.0357  117.548      0.6
 8500  0.480952      0.6    0.586   0.00144    0.038  117.207      0.6
 8600  0.480952      0.6    0.591  0.000983   0.0314  118.121      0.6
 8700  0.466667      0.6    0.587    0.0014   0.0375  117.302      0.6
 8800  0.466667      0.6    0.585    0.0015   0.0388  116.979      0.6
 8900  0.480952      0.6    0.588   0.00126   0.0355  117.505      0.6
 9000  0.478022      0.6    0.589   0.00116   0.0341  117.776      0.6
 9100  0.480952      0.6    0.589   0.00115    0.034  117.741      0.6
 9200  0.480952      0.6    0.586   0.00138   0.0372  117.276      0.6
 9300  0.480952      0.6    0.584   0.00164   0.0405  116.701      0.6
 9400  0.480952      0.6     0.59   0.00103   0.0321  117.936      0.6
 9500  0.480952      0.6    0.589    0.0011   0.0332  117.898      0.6
 9600  0.480952      0.6    0.591  0.000918   0.0303    118.2      0.6
 9700  0.480952      0.6    0.588   0.00114   0.0338  117.648      0.6
 9800  0.480952      0.6    0.589   0.00116   0.0341  117.764      0.6
 9900  0.480952      0.6    0.584   0.00159   0.0399  116.836      0.6
10000  0.478022      0.6    0.588   0.00127   0.0356  117.558      0.6

The specified number of iterations has been reached.

Best: 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
      0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
      0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1
      0 0 0 0 0 0 0 0 0 1  (0.6)


Best chrom:  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  1.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000     (fitness: 0.6)

------------------- ¡CLIQUE ENCONTRADO DE 14! :) -------------------

Opening instancias/keller4.clq.txt (171 nodes, 9435 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 171
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
-----  -------  -------  -------  --------  -------  -------  -------
    0  0.308034  0.335873    0.325  1.34E-05  0.00366  64.9838  0.335873
    1  0.321001  0.335873    0.328  1.06E-05  0.00326  65.5094  0.335873
  100  0.371554  0.378571    0.375  8.29E-07  0.000911  75.0863  0.378571
  200  0.408144  0.419312    0.416     4E-06    0.002   83.101  0.419312
  300  0.444444  0.520468    0.514   0.00028   0.0167  102.898  0.520468
  400  0.416667  0.520468    0.513  0.000357   0.0189  102.681  0.520468
  500  0.430556  0.520468    0.512  0.000401     0.02  102.359  0.520468
  600  0.428571  0.520468    0.513   0.00035   0.0187  102.575  0.520468
  700  0.445455  0.526316    0.517  0.000441    0.021  103.428  0.526316
  800  0.455556  0.526316     0.52  0.000324    0.018  103.953  0.526316
  900  0.44697  0.526316    0.517  0.000458   0.0214  103.321  0.526316
 1000  0.455556  0.526316    0.518  0.000374   0.0193  103.535  0.526316
 1100  0.455556  0.526316    0.517  0.000406   0.0202   103.46  0.526316
 1200  0.455556  0.526316    0.517   0.00043   0.0207  103.444  0.526316
 1300  0.444444  0.526316    0.518  0.000412   0.0203  103.614  0.526316
 1400  0.444444  0.526316    0.516  0.000498   0.0223  103.238  0.526316
 1500  0.455556  0.526316    0.517  0.000437   0.0209  103.341  0.526316
 1600  0.455556  0.526316    0.518  0.000384   0.0196  103.672  0.526316
 1700  0.444444  0.526316    0.518  0.000398     0.02  103.697  0.526316
 1800  0.436364  0.526316    0.517  0.000449   0.0212  103.443  0.526316
 1900  0.454545  0.526316    0.515  0.000494   0.0222  103.067  0.526316
 2000  0.454545  0.526316    0.517  0.000409   0.0202  103.383  0.526316
 2100  0.455556  0.526316     0.52  0.000337   0.0184  103.908  0.526316
 2200  0.444444  0.526316    0.518  0.000421   0.0205  103.528  0.526316
 2300  0.445455  0.526316     0.52  0.000337   0.0184  103.968  0.526316
 2400  0.455556  0.526316    0.518  0.000384   0.0196  103.635  0.526316
 2500  0.436364  0.526316    0.519  0.000361    0.019  103.769  0.526316
 2600  0.445455  0.526316    0.518  0.000373   0.0193   103.69  0.526316
 2700  0.455556  0.526316    0.521  0.000258   0.0161   104.25  0.526316
 2800  0.445455  0.526316    0.516  0.000467   0.0216   103.24  0.526316
 2900  0.445455  0.526316    0.519  0.000349   0.0187  103.731  0.526316
 3000  0.444444  0.526316    0.515  0.000523   0.0229  103.064  0.526316
 3100  0.455556  0.526316    0.519  0.000318   0.0178  103.893  0.526316
 3200  0.454545  0.526316    0.516  0.000481   0.0219  103.117  0.526316
 3300  0.455556  0.526316     0.52  0.000286   0.0169  104.092  0.526316
 3400  0.455556  0.526316    0.519  0.000336   0.0183  103.806  0.526316
 3500  0.466667  0.526316    0.519  0.000326   0.0181  103.806  0.526316
 3600  0.455556  0.526316     0.52  0.000295   0.0172  104.003  0.526316
 3700  0.455556  0.526316    0.518  0.000374   0.0193  103.639  0.526316
 3800  0.455556  0.526316    0.519  0.000357   0.0189  103.756  0.526316
 3900  0.455556  0.526316    0.516  0.000469   0.0217  103.268  0.526316
 4000  0.436364  0.526316    0.518  0.000443   0.0211  103.556  0.526316
 4100  0.444444  0.526316    0.519  0.000373   0.0193  103.827  0.526316
 4200  0.455556  0.526316     0.52  0.000313   0.0177  103.917  0.526316
 4300  0.454545  0.526316    0.516  0.000467   0.0216  103.233  0.526316
 4400  0.445455  0.526316    0.515  0.000502   0.0224   102.96  0.526316
 4500  0.455556  0.526316     0.52  0.000335   0.0183  103.949  0.526316
 4600  0.445455  0.526316    0.516  0.000508   0.0225  103.108  0.526316
 4700  0.454545  0.526316    0.513  0.000577    0.024  102.635  0.526316
 4800  0.444444  0.526316    0.519  0.000389   0.0197  103.727  0.526316
 4900  0.455556  0.526316     0.52   0.00031   0.0176  104.022  0.526316
